institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Handschriftenarchiv Dresdner Kreuzchor,handschriftenarchiv-dresdner-kreuzchor,Germany,Europe,DE-2535,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2535,True,True,http://archiv.handschriften.bplaced.de/,Vimeo,https://player.vimeo.com/video/225288372?color=fff,,,,
Kreisarchiv Steinfurt,kreisarchiv-steinfurt,Germany,Europe,DE-Bg4,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Bg4,True,True,"https://www.kreis-steinfurt.de/kv_steinfurt/Kreisverwaltung/%C3%84mter/Amt%20f%C3%BCr%20Kultur,%20Tourismus%20und%20Heimatpflege/Kreisarchiv/",YouTube,https://youtu.be/YDzGktmpgfM,#durchblick - Das Archiv des Kreises Steinfurt,#durchblick - Das Archiv des Kreises Steinfurt,#durchblick ins Archiv des Kreises Steinfurt.Wo werden wichtige Unterlagen zur Kreisgeschichte aufbewahrt? Wie werden die Dokumente und Akten archiviert? Und...,2023-03-09T04:41:02-08:00
Kreisarchiv Steinfurt,kreisarchiv-steinfurt,Germany,Europe,DE-Bg4,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Bg4,True,True,"https://www.kreis-steinfurt.de/kv_steinfurt/Kreisverwaltung/%C3%84mter/Amt%20f%C3%BCr%20Kultur,%20Tourismus%20und%20Heimatpflege/Kreisarchiv/",YouTube,"https://youtu.be/YDzGktmpgfM""/></video><div",#durchblick - Das Archiv des Kreises Steinfurt,#durchblick - Das Archiv des Kreises Steinfurt,#durchblick ins Archiv des Kreises Steinfurt.Wo werden wichtige Unterlagen zur Kreisgeschichte aufbewahrt? Wie werden die Dokumente und Akten archiviert? Und...,2023-03-09T04:41:02-08:00
Landeskirchliches Archiv Kassel,landeskirchliches-archiv-kassel,Germany,Europe,DE-2088,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2088,True,True,http://www.ekkw.de/archiv,YouTube,https://www.youtube.com/embed/gUiFDIslWbA,YouTube,YouTube,,
Landeskirchliches Archiv Kassel,landeskirchliches-archiv-kassel,Germany,Europe,DE-2088,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2088,True,True,http://www.ekkw.de/archiv,YouTube,https://www.youtube.com/embed/2mTdylU9NUM,YouTube,YouTube,,
Landeskirchliches Archiv Kassel,landeskirchliches-archiv-kassel,Germany,Europe,DE-2088,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2088,True,True,http://www.ekkw.de/archiv,YouTube,https://www.youtube.com/embed/QETObKMkhxQ,YouTube,YouTube,,
Niedersächsisches Institut für Sportgeschichte e.V.,nieders-chsisches-institut-f-r-sportgeschichte-e-v,Germany,Europe,DE-4401,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-4401,True,True,https://nish.de/,YouTube,https://www.youtube.com/watch?v=-akMCMio2iQ,Das Niedersächsische Institut für Sportgeschichte NISH,Das Niedersächsische Institut für Sportgeschichte NISH,Video-Kurzportrait des Niedersächsischen Instituts für Sportgeschichte (NISH).,2015-10-05T03:53:40-07:00
Sächsisches Staatsarchiv,s-chsisches-staatsarchiv,Germany,Europe,DE-D271,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-D271,True,True,http://www.archiv.sachsen.de,YouTube,https://www.youtube.com/watch?v=Mj-9Pt5LFZc&t,Erklärvideo zur Recherche und Nutzung im Sächsischen Staatsarchiv,Erklärvideo zur Recherche und Nutzung im Sächsischen Staatsarchiv,"In diesem Erklärvideo geht es um die Online-Recherche, Trefferanzeige inkl. Online-Digitalisate, Archivgutvorbestellung in den Lesesaal, Anfertigung von Foto...",2025-01-16T03:47:41-08:00
Stadtarchiv Halle (Saale),stadtarchiv-halle-saale,Germany,Europe,DE-Ha179,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Ha179,True,True,http://www.stadtarchiv.halle.de,YouTube,https://youtu.be/ZUJe03Ixyds,Videotutorial Onlinedatenbank Stadtarchiv,Videotutorial Onlinedatenbank Stadtarchiv,"Wie funktioniert eigentlich die Onlinedatenbank des Stadtarchivs? In diesem Video erklären wir euch, wie ihr bequem von Zuhause aus in unseren Beständen rech...",2025-08-21T22:03:26-07:00
Stadtarchiv Korschenbroich,stadtarchiv-korschenbroich,Germany,Europe,DE-2465,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2465,True,True,http://www.korschenbroich.de/freizeit_tourismus/Stadtarchiv/Bestaende.php,YouTube,https://youtu.be/6PidAcTbPxI,Das Stadtarchiv Korschenbroich stellt sich vor,Das Stadtarchiv Korschenbroich stellt sich vor,"Zum bundesweiten ""Tag der Archive"" an diesem Wochenende laden wir Sie zu einem Video-Rundgang durch unser Stadtarchiv ein. Blicken Sie in kilometerlange Akte...",2022-03-02T23:59:14-08:00
Stadtarchiv Verl,stadtarchiv-verl,Germany,Europe,DE-2179,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2179,True,True,http://www.archive.nrw.de,YouTube,https://youtu.be/xTgUMFY8z_o,Wie finde ich Quellen für eine wissenschaftliche Arbeit?,Wie finde ich Quellen für eine wissenschaftliche Arbeit?,"Die Recherche nach Quellen für eine wissenschaftliche Arbeit ist nicht immer einfach. Hier gibt es einige Tipps, wie Sie Archivgut finden.",2024-11-13T03:07:05-08:00
Stadtarchiv Verl,stadtarchiv-verl,Germany,Europe,DE-2179,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2179,True,True,http://www.archive.nrw.de,YouTube,https://youtu.be/7Ebho-eZbpo,Wie nutze ich die Operatoren?,Wie nutze ich die Operatoren?,"Bei der Recherche im Archivportal NRW können verschiedene Operatoren eingesetzt werden, um die Suche zu präzisieren und genauer zu machen.",2024-11-13T03:07:05-08:00
Stadtarchiv Verl,stadtarchiv-verl,Germany,Europe,DE-2179,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2179,True,True,http://www.archive.nrw.de,YouTube,https://youtu.be/9skLQNsNxt8,Wie nutze ich das Archivportal?,Wie nutze ich das Archivportal?,Hier bekommen Sie erste Hilfestellungen für eine Recherche im Archivportal NRW.,2024-11-13T03:07:05-08:00
Technische Universität Chemnitz. Universitätsarchiv,technische-universit-t-chemnitz-universit-tsarchiv,Germany,Europe,DE-2198,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2198,True,True,https://www.tu-chemnitz.de/uni-archiv,YouTube,https://youtu.be/obP9xyaGScQ,StudiTV: Hinter den Kulissen des Universitätsarchivs,StudiTV: Hinter den Kulissen des Universitätsarchivs,"Das Universitätsarchiv gerät unter Studierenden oft in Vergessenheit, obwohl es dafür Sorge trägt, dass nichts vergessen wird. Neben der Selektion archivierw...",2018-08-30T11:35:11-07:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1166323652?h=2f7afc815a&background=1&loop=1?background=1&loop=1,lanthimos_10sec,lanthimos_10sec,"This is ""lanthimos_10sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2026-02-19T07:14:10-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1165374685?h=2f7afc815a&background=1&loop=1?background=1&loop=1,VoraciousShadow10sec,VoraciousShadow10sec,"This is ""VoraciousShadow10sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2026-02-16T09:45:34-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1166323652?h=2f7afc815a&background=1&loop=1,lanthimos_10sec,lanthimos_10sec,"This is ""lanthimos_10sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2026-02-19T07:14:10-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1165374685?h=2f7afc815a&background=1&loop=1,VoraciousShadow10sec,VoraciousShadow10sec,"This is ""VoraciousShadow10sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2026-02-16T09:45:34-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1175487704?h=2f7afc815a&background=1&loop=1,Μικρός Πρίγκιπας 10sec,Μικρός Πρίγκιπας 10sec,"This is ""Μικρός Πρίγκιπας 10sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2026-03-20T09:24:48-04:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1175487936?h=2f7afc815a&background=1&loop=1,Borderline Fest 10 sec,Borderline Fest 10 sec,"This is ""Borderline Fest 10 sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2026-03-20T09:25:37-04:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1165375109?h=2f7afc815a&background=1&loop=1,InTrance95 10sec,InTrance95 10sec,"This is ""InTrance95 10sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2026-02-16T09:46:57-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1161463211?h=2f7afc815a&background=1&loop=1,Wenders talk_10 sec,Wenders talk_10 sec,"This is ""Wenders talk_10 sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2026-02-03T09:59:38-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1143842714?h=2f7afc815a&background=1&loop=1,last drive 10 sec,last drive 10 sec,"This is ""last drive 10 sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2025-12-05T09:10:04-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/866760955?h=cf6fe5bc68&background=1&loop=1,Stegi Radio 10 sec,Stegi Radio 10 sec,"This is ""Stegi Radio 10 sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2023-09-21T08:44:55-04:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1143842732?h=2f7afc815a&background=1&loop=1,Onassis Schools 10 sec,Onassis Schools 10 sec,"This is ""Onassis Schools 10 sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2025-12-05T09:10:09-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1129815875?h=2f7afc815a&background=1&loop=1,10 sec Ωνάσειο,10 sec Ωνάσειο,"This is ""10 sec Ωνάσειο"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2025-10-23T05:42:25-04:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1079372780?h=2f7afc815a&background=1&loop=1,eternal desires 10sec,eternal desires 10sec,"This is ""eternal desires 10sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2025-04-28T09:24:54-04:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1076045389?h=c9e51408d7&background=1&loop=1,artofwaiting 10sec,artofwaiting 10sec,"This is ""artofwaiting 10sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2025-04-16T09:42:45-04:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1040058637?h=8b7a966763&background=1&loop=1,Scholars_10sec,Scholars_10sec,"This is ""Scholars_10sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2024-12-17T10:09:46-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/654492013?background=1&loop=1,ONASSIS CHANNEL_10''_v1.mp4,ONASSIS CHANNEL_10''_v1.mp4,"This is ""ONASSIS CHANNEL_10''_v1.mp4"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2021-12-08T06:58:20-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/900102431?h=535a48952c&background=1&loop=1,Tilda_10sec,Tilda_10sec,"This is ""Tilda_10sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2024-01-05T06:34:02-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1025379900?h=2f7afc815a&background=1&loop=1,democracy 10 sec,democracy 10 sec,"This is ""democracy 10 sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2024-11-01T05:11:23-04:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1027233153?h=2f7afc815a&background=1&loop=1,aggelakas 10 sec,aggelakas 10 sec,"This is ""aggelakas 10 sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2024-11-07T05:17:35-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/1076046579?h=c9e51408d7&background=1&loop=1,lfmo10sec,lfmo10sec,"This is ""lfmo10sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2025-04-16T09:46:22-04:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/655247155?background=1&loop=1,ONASSIS SHIPPING_10''_v1.mp4,ONASSIS SHIPPING_10''_v1.mp4,"This is ""ONASSIS SHIPPING_10''_v1.mp4"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2021-12-10T02:50:07-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/866751582?h=cf6fe5bc68&background=1&loop=1,Onassis Library 10sec,Onassis Library 10sec,"This is ""Onassis Library 10sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2023-09-21T08:17:01-04:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/653603876?background=1&loop=1,STAGES ALIVE_10''_v1,STAGES ALIVE_10''_v1,"This is ""STAGES ALIVE_10''_v1"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2021-12-06T03:36:54-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/653603851?background=1&loop=1,SOCIETY UNCENSORED_v1,SOCIETY UNCENSORED_v1,"This is ""SOCIETY UNCENSORED_v1"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2021-12-06T03:36:45-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/866751667?h=cf6fe5bc68&background=1&loop=1,Walls 10 sec,Walls 10 sec,"This is ""Walls 10 sec"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2023-09-21T08:17:11-04:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/799505825?background=1&loop=1,Society Uncensored: Disability,Society Uncensored: Disability,"This is ""Society Uncensored: Disability"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2023-02-16T10:02:34-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/654492219?background=1&loop=1,ONASSIS PODCASTS_10''_v1.mp4,ONASSIS PODCASTS_10''_v1.mp4,"This is ""ONASSIS PODCASTS_10''_v1.mp4"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2021-12-08T06:59:02-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/653603825?background=1&loop=1,ON ATHENS_v1,ON ATHENS_v1,"This is ""ON ATHENS_v1"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2021-12-06T03:36:38-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,Vimeo,https://player.vimeo.com/video/661897927?background=1&loop=1,JEFF MILLS_10''.mp4,JEFF MILLS_10''.mp4,"This is ""JEFF MILLS_10''.mp4"" by ""Onassis Stegi"" on Vimeo, the home for high quality videos and the people who love them.",2022-01-03T04:25:12-05:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,YouTube,https://www.youtube.com/watch?v=l2Q_94RXHjM&source_ve_path=MjM4NTE&feature=emb_title,Οι Ρομά χωρίς Διαμεσολάβηση | Society Uncensored,Οι Ρομά χωρίς Διαμεσολάβηση | Society Uncensored,Society Uncensored: Οι Ρομά χωρίς διαμεσολάβησηΠώς είναι να ζεις εκτός Ιστορίας; Να παραμένεις αόρατος και να γίνεσαι ορατός μόνο τη στιγμή του βίαιου αφανισ...,2023-05-31T05:00:07-07:00
