dataset,observation_key,snapshot_generated_at,source_status_date,generated_by,institution,slug,repository_code,country,continent,archive_type,website_available,partner_site,partner_domain,status,http_code,integrity_status,availability_group,audiovisual_visibility,access_regime,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,final_url
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Archiv der Hansestadt Lüneburg,archiv-der-hansestadt-l-neburg,DE-2428,Germany,Europe,Municipal archives,True,http://www.hansestadtlueneburg.de/Home-Hansestadt-Lueneburg/Gesellschaft-Soziales-und-Bildung/Bildung-hansestadt-lueneburg/Stadtarchiv-hansestadt-lueneburg.aspx,hansestadt-lueneburg.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.hansestadt-lueneburg.de/Home-Hansestadt-Lueneburg/Gesellschaft-Soziales-und-Bildung/Bildung-hansestadt-lueneburg/Stadtarchiv-hansestadt-lueneburg.aspx
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Archiv der Hansestadt Wismar,archiv-der-hansestadt-wismar,DE-WIS2,Germany,Europe,Municipal archives,True,http://www.wismar.de,wismar.de,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,1,1,https://www.wismar.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Archiv der Johannes Gutenberg-Universität Mainz,archiv-der-johannes-gutenberg-universit-t-mainz,DE-1985,Germany,Europe,University and research archives,True,http://www.ub.uni-mainz.de/universitaetsarchiv/,ub.uni-mainz.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.ub.uni-mainz.de/de/universitaetsarchiv
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Archiv der Martin-Luther-Universität Halle-Wittenberg,archiv-der-martin-luther-universit-t-halle-wittenberg,DE-2332,Germany,Europe,University and research archives,True,http://www.archiv.uni-halle.de/,archiv.uni-halle.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.archiv.uni-halle.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Archiv der Region Hannover,archiv-der-region-hannover,DE-2097,Germany,Europe,County/local authority archives,True,https://www.hannover.de/Leben-in-der-Region-Hannover/Bildung/Bibliotheken-Archive/Archiv-der-Region-Hannover,hannover.de,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://www.hannover.de/Leben-in-der-Region-Hannover/Bildung/Bibliotheken-Archive/Archiv-der-Region-Hannover
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Archiv des Bistums Passau,archiv-des-bistums-passau,DE-00000001909,Germany,Europe,Church and religious archives,True,http://www.bistum-passau.de/bistum/archiv,bistum-passau.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.bistum-passau.de/bistum/archiv
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Archiv des Erzbistums München und Freising,archiv-des-erzbistums-m-nchen-und-freising,DE-2043,Germany,Europe,Church and religious archives,True,http://www.erzbistum-muenchen.de/dioezesanarchiv,erzbistum-muenchen.de,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,5,1,https://www.erzbistum-muenchen.de/kunst-und-kultur/archiv-und-bibliothek
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Archiv des Heine-Instituts,archiv-des-heine-instituts,DE-MUS-037814,Germany,Europe,University and research archives,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-MUS-037814
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Archiv des Landschaftsverbands Rheinland,archiv-des-landschaftsverbands-rheinland,DE-Pul1,Germany,Europe,Municipal archives,True,http://www.afz.lvr.de/de/archiv_des_lvr/archiv_des_lvr_1.html,afz.lvr.de,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://afz.lvr.de//de/archiv_des_lvr/archiv_des_lvr_1.html
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Archiv für Christlich-Soziale Politik (ACSP) der Hanns Seidel Stiftung e.V.,archiv-f-r-christlich-soziale-politik-acsp-der-hanns-seidel-stiftung-e-v,DE-2224,Germany,Europe,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",True,https://www.hss.de/archiv/,hss.de,restrito,403.0,restrito,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.hss.de/archiv/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Archiv Grünes Gedächtnis der Heinrich-Böll-Stiftung e.V.,archiv-gr-nes-ged-chtnis-der-heinrich-b-ll-stiftung-e-v,DE-00000002330,Germany,Europe,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",True,http://www.boell.de/archiv,boell.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.boell.de/de/gruene-geschichte-zugaenglich-machen
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Archiv im Rhein-Kreis-Neuss,archiv-im-rhein-kreis-neuss,DE-Dom1,Germany,Europe,Municipal archives,True,http://www.rhein-kreis-neuss.de/de/themen/kultur_freizeit/kreisarchiv/index.html,rhein-kreis-neuss.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.rhein-kreis-neuss.de/de/freizeit-kultur/archiv-im-rhein-kreis-neuss/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Bayerisches Hauptstaatsarchiv,bayerisches-hauptstaatsarchiv,DE-2050,Germany,Europe,Regional archives,True,http://www.gda.bayern.de/archive/hauptstaatsarchiv,gda.bayern.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.gda.bayern.de/archive/hauptstaatsarchiv
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Bistum Osnabrück. Diözesanarchiv,bistum-osnabr-ck-di-zesanarchiv,DE-2276,Germany,Europe,Church and religious archives,True,http://www.bistum-osnabrueck.de,bistum-osnabrueck.de,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,15,24,0,https://bistum-osnabrueck.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Bistumsarchiv Essen,bistumsarchiv-essen,DE-2145,Germany,Europe,Church and religious archives,True,http://www.kirchliche-archive.de,kirchliche-archive.de,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.kirchliche-archive.de
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Bistumsarchiv Fulda,bistumsarchiv-fulda,DE-Ful3,Germany,Europe,Church and religious archives,True,http://www.katholische-archive.de/Di%C3%B6zesanarchive/Fulda/tabid/79/Default.aspx,katholische-archive.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.katholische-archive.de/Di%C3%B6zesanarchive/Fulda/tabid/79/Default.aspx
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Brandenburgisches Landeshauptarchiv,brandenburgisches-landeshauptarchiv,DE-2367,Germany,Europe,Regional archives,True,https://blha.brandenburg.de/index.php,blha.brandenburg.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,1,https://blha.brandenburg.de/index.php
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Bundesarchiv,bundesarchiv,DE-1958,Germany,Europe,National archives,True,http://www.bundesarchiv.de/service/kontakt/index.html.de,bundesarchiv.de,http_error,400.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.bundesarchiv.de/service/kontakt/index.html.de
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Deutsches Archäologisches Institut, Athen, Archiv",deutsches-arch-ologisches-institut-athen-archiv,DE-2855,Greece,Europe,University and research archives,True,https://www.dainst.org/athen/archiv,dainst.org,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://www.dainst.org/athen/archiv
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Deutsches Exilarchiv,deutsches-exilarchiv,DE-101e,Germany,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-101e
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Diözesanarchiv Limburg,di-zesanarchiv-limburg,DE-2827,Germany,Europe,Church and religious archives,True,https://dioezesanarchiv.bistumlimburg.de/,dioezesanarchiv.bistumlimburg.de,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,1,0,https://dioezesanarchiv.bistumlimburg.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Dokumentations- und Forschungsstelle der Sozialversicherungsträger,dokumentations-und-forschungsstelle-der-sozialversicherungstr-ger,DE-2306,Germany,Europe,Business archives,True,http://www.sv-dok.de,sv-dok.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,http://www.sv-dok.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Evangelische Kirche von Westfalen. Landeskirchliches Archiv,evangelische-kirche-von-westfalen-landeskirchliches-archiv,DE-2150,Germany,Europe,Church and religious archives,True,http://archiv-ekvw.de,archiv-ekvw.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.archiv-ekvw.de/ueber-uns
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Forschungsstelle für Zeitgeschichte in Hamburg,forschungsstelle-f-r-zeitgeschichte-in-hamburg,DE-2125,Germany,Europe,University and research archives,True,http://www.zeitgeschichte-hamburg.de,zeitgeschichte-hamburg.de,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.zeitgeschichte-hamburg.de
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gedenkstätte Buchenwald,gedenkst-tte-buchenwald,DE-MUS-880019,Germany,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://www.buchenwald.de/recherche/archiv,buchenwald.de,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,2,https://www.buchenwald.de/recherche/archiv
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Geheimes Staatsarchiv Preußischer Kulturbesitz,geheimes-staatsarchiv-preu-ischer-kulturbesitz,DE-B41,Germany,Europe,Regional archives,True,https://gsta.preussischer-kulturbesitz.de,gsta.preussischer-kulturbesitz.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://gsta.preussischer-kulturbesitz.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeindearchiv Bönen,gemeindearchiv-b-nen,DE-Bne1,Germany,Europe,Municipal archives,True,http://www.boenen.de,boenen.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.boenen.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Handschriftenarchiv Dresdner Kreuzchor,handschriftenarchiv-dresdner-kreuzchor,DE-2535,Germany,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,http://archiv.handschriften.bplaced.de/,archiv.handschriften.bplaced.de,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,1,1,0,http://archiv.handschriften.bplaced.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Haus der Stadtgeschichte - Stadtarchiv Ulm,haus-der-stadtgeschichte-stadtarchiv-ulm,DE-U13,Germany,Europe,Municipal archives,True,http://www.stadtarchiv.ulm.de,stadtarchiv.ulm.de,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.stadtarchiv.ulm.de
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Herder-Institut für historische Ostmitteleuropaforschung, Dokumentesammlung",herder-institut-f-r-historische-ostmitteleuropaforschung-dokumentesammlung,DE-1988,Germany,Europe,University and research archives,True,https://www.herder-institut.de/abteilungen/dokumentesammlung.html,herder-institut.de,http_error,404.0,quebrado,Indisponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,1,0,https://www.herder-institut.de/abteilungen/dokumentesammlung.html
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Hessisches Hauptstaatsarchiv,hessisches-hauptstaatsarchiv,DE-2555,Germany,Europe,Regional archives,True,http://www.hauptstaatsarchiv.hessen.de,landesarchiv.hessen.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://landesarchiv.hessen.de//
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Hessisches Staatsarchiv Darmstadt,hessisches-staatsarchiv-darmstadt,DE-2556,Germany,Europe,Regional archives,True,http://www.stad.hessen.de,landesarchiv.hessen.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://landesarchiv.hessen.de//
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Hessisches Staatsarchiv Marburg,hessisches-staatsarchiv-marburg,DE-2551,Germany,Europe,Regional archives,True,http://www.staatsarchiv-marburg.hessen.de/,landesarchiv.hessen.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://landesarchiv.hessen.de//
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Historisches Archiv des Erzbistums Köln,historisches-archiv-des-erzbistums-k-ln,DE-2113,Germany,Europe,Church and religious archives,True,http://www.erzbistumsarchiv-koeln.de,erzbistum-koeln.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.erzbistum-koeln.de/kultur_und_bildung/historisches-archiv/#
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Historisches Archiv in der Stiftung ""Deutsches Technikmuseum Berlin"" (SDTB)",historisches-archiv-in-der-stiftung-deutsches-technikmuseum-berlin-sdtb,DE-2226,Germany,Europe,University and research archives,True,https://technikmuseum.berlin/sammlung/historisches-archiv/,technikmuseum.berlin,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,2,https://technikmuseum.berlin/sammlung/historisches-archiv/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Historisches Archiv Krupp,historisches-archiv-krupp,DE-2162,Germany,Europe,Business archives,True,https://www.thyssenkrupp.com/de/konzern/geschichte_archive_k1_2.html,thyssenkrupp.com,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://www.thyssenkrupp.com/de/unternehmen/historie/archive
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Historisches Archiv Tourismus,historisches-archiv-tourismus,DE-4295,Germany,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://www.tu.berlin/arte/hat,tu.berlin,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,1,0,https://www.tu.berlin/arte/hat
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Hochschule für Bildende Künste Dresden, Archiv und Kustodie",hochschule-f-r-bildende-k-nste-dresden-archiv-und-kustodie,DE-2349,Germany,Europe,University and research archives,True,http://www.hfbk-dresden.de,hfbk-dresden.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.hfbk-dresden.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Institut für Geschichte der Medizin,institut-f-r-geschichte-der-medizin,DE-Stg255,Germany,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://www.igm-bosch.de/startseite.html,igm-bosch.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.igm-bosch.de/Aktuelles.html
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Institut für Stadtgeschichte Frankfurt am Main,institut-f-r-stadtgeschichte-frankfurt-am-main,DE-2215,Germany,Europe,Municipal archives,True,http://stadtgeschichte-frankfurt.de,stadtgeschichte-ffm.de,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,3,0,https://www.stadtgeschichte-ffm.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Internationales Archiv für Heilpädagogik | Emil E. Kobi Institut,internationales-archiv-f-r-heilp-dagogik-emil-e-kobi-institut,DE-00000028672,Germany,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,http://www.archiv-heilpaedagogik.de,archiv-heilpaedagogik.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://archiv-heilpaedagogik.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kommunalarchiv Minden - Archiv der Stadt Minden und des Kreises Minden-Lübbecke,kommunalarchiv-minden-archiv-der-stadt-minden-und-des-kreises-minden-l-bbecke,DE-489,Germany,Europe,Municipal archives,True,http://www.kommunalarchiv-minden.de/,kommunalarchiv-minden.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.kommunalarchiv-minden.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Konrad-Adenauer-Stiftung e.V. - Archiv für Christlich-Demokratische Politik,konrad-adenauer-stiftung-e-v-archiv-f-r-christlich-demokratische-politik,DE-2133,Germany,Europe,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",True,http://www.kas.de/wf/de/42.7/,kas.de,restrito,403.0,restrito,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.kas.de/wf/de/42.7/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreis Coesfeld. Kreisarchiv,kreis-coesfeld-kreisarchiv,DE-2243,Germany,Europe,Municipal archives,True,http://www.kreis-coesfeld.de,kreis-coesfeld.de,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://www.kreis-coesfeld.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreis Soest - Kreisarchiv,kreis-soest-kreisarchiv,DE-2115,Germany,Europe,Municipal archives,True,http://www.archive.nrw.de/kommunalarchive/kommunalarchive_q-t/s/SoestKreis/wir_ueber_uns/index.php,archive.nrw.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archive.nrw.de/kommunalarchive/kommunalarchive_q-t/s/SoestKreis/wir_ueber_uns/index.php
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Kreis Warendorf. Kreisarchiv, Kreisverwaltung",kreis-warendorf-kreisarchiv-kreisverwaltung,DE-2238,Germany,Europe,Municipal archives,True,http://www.archive.nrw.de/kommunalarchive/kommunalarchive_u-z/w/WarendorfKreis/wir_ueber_uns/index.php,archive.nrw.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archive.nrw.de/kommunalarchive/kommunalarchive_u-z/w/WarendorfKreis/wir_ueber_uns/index.php
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreisarchiv des Enzkreises,kreisarchiv-des-enzkreises,DE-Pfo2,Germany,Europe,Municipal archives,True,https://www.enzkreis.de/index.php?NavID=2032.69.1,enzkreis.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.enzkreis.de/index.php?NavID=2032.69.1
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreisarchiv des Landkreises Darmstadt-Dieburg,kreisarchiv-des-landkreises-darmstadt-dieburg,DE-4528,Germany,Europe,County/local authority archives,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-4528
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreisarchiv des Landkreises Oder-Spree,kreisarchiv-des-landkreises-oder-spree,DE-2725,Germany,Europe,Municipal archives,True,http://www.l-os.de,landkreis-oder-spree.de,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://www.landkreis-oder-spree.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreisarchiv des Rheinisch-Bergischen-Kreises,kreisarchiv-des-rheinisch-bergischen-kreises,DE-2439,Germany,Europe,Municipal archives,True,http://www.rbk-direkt.de,rbk-direkt.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.rbk-direkt.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreisarchiv Euskirchen,kreisarchiv-euskirchen,DE-2364,Germany,Europe,Municipal archives,True,http://www.kreis-euskirchen.de,kreis-euskirchen.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.kreis-euskirchen.de/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreisarchiv Höxter,kreisarchiv-h-xter,DE-2385,Germany,Europe,Municipal archives,True,http://www.archive.nrw.de/kommunalarchive/kommunalarchive_e-h/h/HoexterKreis/oeffnungszeiten_und_kontakt/index.php,archive.nrw.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archive.nrw.de/kommunalarchive/kommunalarchive_e-h/h/HoexterKreis/oeffnungszeiten_und_kontakt/index.php
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreisarchiv Kleve,kreisarchiv-kleve,DE-Ged1,Germany,Europe,Municipal archives,True,http://www.archive.nrw.de/kommunalarchive/kommunalarchive_e-h/g/Geldern_KleveKreis/wir_ueber_uns/profil/index.php,archive.nrw.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archive.nrw.de/kommunalarchive/kommunalarchive_e-h/g/Geldern_KleveKreis/wir_ueber_uns/profil/index.php
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreisarchiv Landkreis Dahme-Spreewald,kreisarchiv-landkreis-dahme-spreewald,DE-2301,Germany,Europe,Municipal archives,True,http://www.dahme-spreewald.de/sixcms/detail.php/510,dahme-spreewald.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,1,https://www.dahme-spreewald.de/sixcms/detail.php/510
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreisarchiv Mettmann,kreisarchiv-mettmann,DE-2147,Germany,Europe,Municipal archives,True,http://www.archive.nrw.de/kommunalarchive/kommunalarchive_m-p/m/MettmannKreis/wir_ueber_uns/profil/index.php,archive.nrw.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archive.nrw.de/kommunalarchive/kommunalarchive_m-p/m/MettmannKreis/wir_ueber_uns/profil/index.php
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreisarchiv Nordwestmecklenburg,kreisarchiv-nordwestmecklenburg,DE-2099,Germany,Europe,County/local authority archives,True,http://www.nordwestmecklenburg.de/de/kreisarchiv.html,nordwestmecklenburg.de,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,http://www.nordwestmecklenburg.de/de/kreisarchiv-bewahrer-der-regionalgeschichte.html
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Kreisarchiv Reutlingen,kreisarchiv-reutlingen,DE-Rt7,Germany,Europe,Municipal archives,True,http://www.kreis-reutlingen.de/kreisarchiv,kreis-reutlingen.de,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.kreis-reutlingen.de/kreisarchiv
